filename,distance_km,elevation_gain,elevation_loss,max_elevation,min_elevation,max_slope,mean_slope,pct_over_30,pct_over_40,pct_over_45,mean_aspect,rugosity_mean,exposed_pct,difficulty
"Le chemin de Pataque, de St Laurent et son sentier botanique",3.06,126.0,119.0,272.0,212.0,65.39,4.73,0.06,0.04,0.02,80.41,6.54,0.0,moderado
Le chemin de Saint-Roc,3.54,229.0,186.0,307.0,212.0,69.36,5.58,0.07,0.03,0.03,319.34,7.15,0.0,moderado
Le Chemin des Nobits,7.39,1072.0,1074.0,1063.0,708.0,86.36,8.16,0.12,0.09,0.08,35.66,11.18,0.0,alta montaña
Le chemin des Orris,8.13,1205.0,994.0,2323.0,1644.0,88.4,5.68,0.08,0.07,0.07,174.85,7.81,0.0,alta montaña
Le Chemin des Trois Cascades,8.16,1207.0,851.0,933.0,441.0,80.85,9.58,0.15,0.1,0.08,241.46,13.08,0.0,alta montaña
Le ChÃ¢teau,4.61,32.0,32.0,251.0,236.0,56.51,1.48,0.01,0.01,0.01,6.7,1.97,0.0,sendero fácil
Le cirque de Cagateille,12.5,1971.0,2063.0,2056.0,985.0,88.49,6.68,0.1,0.09,0.08,298.32,9.31,0.0,alta montaña
Le cirque des Crabioules,16.25,2616.0,3347.0,2347.0,1177.0,85.8,9.75,0.15,0.13,0.12,185.58,13.6,0.0,alpinismo ligero
Le Clabary,3.72,138.0,132.0,419.0,304.0,41.07,3.76,0.03,0.01,0.0,70.03,4.74,0.0,sendero fácil
Le Col de Gamel,3.57,469.0,513.0,1388.0,956.0,74.18,9.05,0.13,0.12,0.11,105.1,12.74,0.0,difícil
Le Moulin de la LaurÃ¨de,2.23,254.0,228.0,854.0,751.0,85.39,9.37,0.14,0.11,0.11,145.55,13.1,0.0,alta montaña
Le Palet de Samsom,5.9,633.0,633.0,1003.0,692.0,78.2,7.18,0.09,0.05,0.04,221.7,9.16,0.0,difícil
Le Pas du Facteur,2.69,297.0,261.0,689.0,515.0,83.01,8.98,0.12,0.06,0.05,91.54,12.76,0.0,difícil
Le Pech de Limouzy,5.82,383.0,386.0,692.0,455.0,74.01,6.13,0.08,0.06,0.04,48.61,8.1,0.0,difícil
Le Pic de CircÃ©,10.91,2530.0,1738.0,2396.0,1138.0,87.33,8.08,0.12,0.1,0.09,116.19,11.38,0.0,alpinismo ligero
Le Pic de la Montagnette depuis l'Hospice de France,13.66,1923.0,1842.0,2456.0,1381.0,88.27,5.71,0.08,0.07,0.06,77.98,8.01,0.0,alta montaña
Le Pic de Montgailhard,3.27,258.0,258.0,593.0,436.0,66.83,6.17,0.11,0.07,0.04,324.78,8.48,0.0,moderado
Le Pic de Pradel,6.56,721.0,721.0,2318.0,2018.0,82.23,8.13,0.12,0.08,0.08,47.57,11.25,0.0,alta montaña
Le Pic de QuerquÃ©ou,11.93,1383.0,1344.0,1837.0,865.0,86.12,7.32,0.1,0.08,0.07,32.6,9.58,0.0,difícil
Le Pic du Tarbesou,10.04,974.0,903.0,2342.0,1928.0,84.81,6.19,0.09,0.07,0.06,202.75,8.58,0.0,difícil
Le Picou depuis Brassac,18.41,1644.0,1644.0,1690.0,593.0,83.52,7.49,0.11,0.06,0.05,59.45,10.11,0.0,alta montaña
Le Picou depuis Ganac,21.79,2422.0,1548.0,1614.0,565.0,75.82,8.21,0.12,0.06,0.04,187.31,10.91,0.0,difícil
Le plateau de GÃ©nat,9.24,847.0,428.0,990.0,487.0,79.93,5.79,0.09,0.07,0.05,208.28,7.94,0.0,difícil
Le refuge du Rulhe,12.34,1334.0,1321.0,2247.0,1516.0,83.34,7.65,0.11,0.08,0.07,74.26,10.48,0.0,alta montaña
Le sentier de Montpezat,5.18,327.0,285.0,432.0,288.0,64.48,5.66,0.03,0.03,0.02,80.07,7.33,0.0,moderado
Le sentier des crÃªtes,5.95,292.0,201.0,412.0,299.0,66.31,5.54,0.07,0.04,0.03,21.9,7.48,0.0,moderado
Le Tour de la Pique,9.8,863.0,863.0,851.0,476.0,70.33,6.96,0.1,0.06,0.05,211.12,9.3,0.0,difícil
Le Tour de Vals,5.55,96.0,96.0,364.0,318.0,51.52,1.63,0.0,0.0,0.0,15.39,2.24,0.0,sendero fácil
Lemosho,42.82,5381.0,1918.0,5874.0,2253.0,86.41,7.08,0.1,0.07,0.06,114.61,9.38,0.0,alpinismo ligero
L'empedrat de Morou (variant),5.76,443.0,454.0,1304.0,1081.0,78.53,6.7,0.1,0.06,0.05,334.65,9.46,0.0,difícil
L'empedrat de Morou,5.52,382.0,393.0,1263.0,1081.0,78.53,6.3,0.09,0.05,0.04,93.71,8.87,0.0,difícil
Les Balcons de la TÃªt,11.07,1949.0,1288.0,1540.0,832.0,86.24,9.04,0.14,0.12,0.11,243.34,12.54,0.0,alta montaña
Les Cascades de l'Artigue,3.57,183.0,180.0,1309.0,1205.0,78.04,5.4,0.06,0.05,0.04,260.74,7.62,0.0,difícil
Les Collines du Vent,38.35,1419.0,1453.0,389.0,186.0,73.32,4.25,0.04,0.02,0.02,312.08,5.84,0.0,difícil
Les CrÃ¨tes du Plantaurel,11.81,813.0,813.0,823.0,476.0,77.05,6.36,0.08,0.05,0.04,285.02,8.66,0.0,difícil
Les crÃªtes de la VallÃ©e du Biros,13.39,1029.0,1617.0,1702.0,966.0,85.08,8.75,0.12,0.08,0.07,99.32,11.7,0.0,alta montaña
Les Orris du Carla,8.96,478.0,590.0,1875.0,1644.0,82.09,5.77,0.09,0.06,0.05,184.06,7.79,0.0,difícil
Les rhododendrons,4.48,534.0,268.0,1906.0,1524.0,68.49,8.35,0.13,0.09,0.08,279.54,11.54,0.0,difícil
Les terrasses de Souribet,1.08,119.0,146.0,465.0,328.0,78.5,6.84,0.08,0.07,0.07,227.48,10.1,0.0,difícil
Les Terrasses du Pech de Foix,1.45,356.0,195.0,615.0,385.0,85.15,8.4,0.11,0.11,0.11,103.2,11.82,0.0,alta montaña
Llano de Ucanca-Boca Tauce,4.8,84.0,58.0,2037.0,2005.0,46.99,1.74,0.02,0.0,0.0,273.75,2.3,0.0,sendero fácil
Ller - Padarniu - Vilas del TurbÃ³n - Abella,48.75,4474.0,3553.0,2001.0,922.0,82.53,9.97,0.14,0.09,0.07,56.71,13.21,0.0,alta montaña
Lomo Hurtado,4.87,451.0,43.0,2475.0,2052.0,63.87,4.96,0.08,0.04,0.02,205.25,6.93,0.0,moderado
Los Pescadores,14.05,1529.0,1517.0,710.0,416.0,79.4,7.84,0.12,0.09,0.07,203.09,10.77,0.0,difícil
Los Regatones Negros,5.45,77.0,954.0,3048.0,2171.0,86.66,4.04,0.06,0.05,0.05,146.84,5.62,0.0,alta montaña
L'Ã‰tang d'En Beys,14.89,1246.0,1560.0,1989.0,1145.0,88.31,7.72,0.11,0.1,0.08,224.48,10.82,0.0,alta montaña
Machame,40.08,6025.0,2136.0,5874.0,1827.0,86.41,6.85,0.11,0.08,0.07,34.38,9.21,0.0,alpinismo ligero
MajÃºa,3.96,193.0,51.0,2285.0,2143.0,77.12,3.02,0.03,0.02,0.02,12.98,4.19,0.0,difícil
Mar a cumbre de Arico,27.69,1439.0,3197.0,2512.0,346.0,85.48,5.79,0.08,0.06,0.05,107.96,7.98,0.0,alta montaña
Marangu,33.92,4215.0,521.0,5874.0,1864.0,77.06,5.48,0.08,0.06,0.04,313.16,7.39,0.0,alta montaña
Matterhorn glacier trail,14.1,753.0,1031.0,2916.0,2554.0,81.55,7.77,0.1,0.06,0.04,166.36,9.91,0.0,alta montaña
Matternhorn-Trail,25.29,2474.0,2307.0,2576.0,1626.0,81.16,9.07,0.12,0.09,0.08,204.48,12.17,0.0,alpinismo ligero
"Mecina, Escarihuela de Fondales, Cerro Corona, Escarihuela de Panjuila, Ferreirola",13.3,1689.0,1689.0,1236.0,816.0,80.99,8.7,0.14,0.1,0.08,209.38,12.23,0.0,alta montaña
Mines VictÃ³ria,9.7,1295.0,1313.0,1561.0,709.0,84.39,8.54,0.13,0.09,0.07,329.21,11.14,0.0,alta montaña
Mirador de La Fortaleza,1.46,82.0,97.0,3577.0,3501.0,77.76,4.11,0.05,0.05,0.05,173.24,5.81,0.0,difícil
Mirador de Pico Viejo,0.74,73.0,119.0,3584.0,3497.0,82.28,7.82,0.12,0.08,0.07,268.67,10.66,0.0,alta montaña
MolÃ­ del Salt de la Llosa,7.76,652.0,435.0,1692.0,1437.0,73.39,7.07,0.09,0.06,0.05,329.45,9.68,0.0,difícil
MontaÃ±a Blanca-La Rambleta,8.23,539.0,1686.0,3534.0,2368.0,87.82,5.93,0.09,0.08,0.07,105.96,8.36,0.0,alta montaña
MontaÃ±a de Los Tomillos,9.66,493.0,437.0,2531.0,2052.0,75.92,3.63,0.05,0.03,0.03,44.51,4.98,0.0,difícil
MontaÃ±a Negra,4.8,203.0,198.0,2130.0,1979.0,70.16,3.24,0.03,0.03,0.03,32.6,4.34,0.0,difícil
MontaÃ±a Rajada,2.13,43.0,148.0,2424.0,2316.0,55.81,4.9,0.06,0.04,0.02,13.01,6.58,0.0,moderado
Monte Camba,13.55,1661.0,1661.0,1233.0,682.0,85.99,5.58,0.08,0.07,0.06,152.23,7.88,0.0,difícil
Monte de Pampaneira,3.38,526.0,546.0,1285.0,1045.0,83.67,9.56,0.15,0.11,0.1,228.21,12.76,0.0,alta montaña
MontÃ³ (Valle de Prada),10.6,1063.0,863.0,1581.0,958.0,76.94,7.78,0.11,0.07,0.06,122.2,10.43,0.0,difícil
Mount Sherman - Southwest Ridge from Fourmile Creek,4.23,700.0,199.0,4266.0,3674.0,68.73,10.84,0.16,0.09,0.07,3.7,14.31,0.0,difícil
Mount Sherman from Iowa Gulch,6.05,812.0,1149.0,4266.0,3635.0,79.86,12.0,0.2,0.13,0.1,99.0,15.95,0.0,alpinismo ligero
Mt. Fuji Loop,18.82,3614.0,2257.0,3742.0,2374.0,84.37,8.81,0.13,0.11,0.1,351.04,12.06,0.0,alpinismo ligero
Muntanya del Coll,6.84,890.0,890.0,1053.0,794.0,87.63,7.95,0.11,0.09,0.08,188.6,10.95,0.0,alta montaña
Mweka,33.73,4311.0,3301.0,5874.0,1639.0,86.17,9.07,0.13,0.1,0.08,218.82,11.29,0.0,alpinismo ligero
N20 Sources Sulfureuses,0.52,83.0,68.0,1290.0,1242.0,70.91,11.68,0.16,0.11,0.11,341.79,15.38,0.0,alta montaña
N21 Couillet de Bergon,0.82,51.0,104.0,1624.0,1548.0,44.96,8.81,0.09,0.04,0.0,10.92,10.98,0.0,moderado
Noales - EscanÃ© - Montanuy,5.43,435.0,501.0,1336.0,1041.0,64.63,7.46,0.09,0.04,0.04,27.17,9.99,0.0,moderado
Northern Circuit,61.79,3290.0,7058.0,5874.0,2253.0,83.69,5.68,0.07,0.06,0.05,268.07,7.59,0.0,alpinismo ligero
Notre-Dame de Montaut,5.45,297.0,289.0,453.0,281.0,48.52,5.46,0.07,0.02,0.02,341.03,6.74,0.0,sendero fácil
Noves de Segre-Arguestues-PlaÃ§a de Sant Quiri,13.16,1461.0,1461.0,1271.0,650.0,86.71,6.32,0.1,0.08,0.07,318.34,8.79,0.0,difícil
NÃºria-Queralbs per pastures i camins miners,40.03,4123.0,5091.0,2245.0,1149.0,87.39,7.95,0.11,0.1,0.1,340.42,11.14,0.0,alpinismo ligero
Ogassa-Sant MartÃ­ Surroca,7.89,746.0,746.0,1302.0,954.0,80.32,7.39,0.1,0.07,0.06,214.3,10.08,0.0,difícil
Old Matagalls-Montserrat,16.8,1115.0,1861.0,1267.0,402.0,85.29,5.86,0.09,0.07,0.06,252.27,8.2,0.0,difícil
OrganyÃ -Basses de Fontanet,5.12,311.0,307.0,671.0,558.0,71.0,5.35,0.09,0.05,0.04,212.89,7.45,0.0,difícil
Os de CivÃ­s-Borda Cremada,3.83,560.0,418.0,1882.0,1488.0,83.97,5.82,0.09,0.08,0.06,253.93,7.84,0.0,difícil
Oseja de Sajambre - panderruedas,12.33,1157.0,907.0,1472.0,764.0,83.13,8.12,0.13,0.1,0.09,279.82,11.06,0.0,alta montaña
"Ossera, itinerari botÃ nic",4.22,409.0,409.0,1304.0,1159.0,84.56,8.07,0.12,0.09,0.09,103.64,11.36,0.0,alta montaña
Panderruedas-Posada de ValdeÃ³n,12.67,1155.0,1700.0,1474.0,915.0,75.8,10.49,0.14,0.09,0.08,72.59,14.43,0.0,alta montaña
Pandetrave - Collado Hermoso,12.12,635.0,368.0,1835.0,1556.0,61.47,1.71,0.02,0.01,0.01,334.38,2.35,0.0,moderado
Panjuila,8.11,959.0,1147.0,1119.0,561.0,73.74,10.9,0.17,0.13,0.1,274.21,14.97,0.0,alta montaña
Parcours botanique de Bau,0.75,20.0,32.0,155.0,135.0,25.64,3.0,0.0,0.0,0.0,9.41,3.91,0.0,sendero fácil
Pardines al Puig Estela,18.53,1469.0,1395.0,2000.0,1189.0,77.5,7.71,0.11,0.06,0.04,314.62,10.39,0.0,difícil
Passeig de contrastos per Mijaran,6.26,367.0,353.0,1049.0,934.0,84.96,4.32,0.04,0.02,0.02,155.44,6.03,0.0,difícil
Pels Cingles de Vallcebre,12.98,1144.0,1144.0,1336.0,929.0,78.22,6.77,0.11,0.07,0.06,87.8,9.28,0.0,difícil
Pels veÃ¯nats de l'Alt Freser,14.81,1552.0,1552.0,1374.0,921.0,77.68,7.98,0.12,0.09,0.08,156.9,11.11,0.0,alta montaña
Petches Ax,1.31,253.0,0.0,1697.0,1444.0,55.98,8.93,0.12,0.06,0.02,130.43,10.88,0.0,moderado
Petit Balcon Sud,16.22,3470.0,3336.0,1549.0,1116.0,87.6,7.14,0.1,0.1,0.09,220.82,10.15,0.0,alpinismo ligero
Petite boucle de la vallÃ©e du Lis,4.95,998.0,759.0,1437.0,1138.0,87.62,9.12,0.14,0.12,0.11,221.57,12.47,0.0,alta montaña
PeÃ±a Oviedo (El Cable - Mogrovejo),23.21,817.0,1832.0,1977.0,658.0,80.28,6.45,0.09,0.08,0.06,84.03,8.86,0.0,difícil
Pic d'ArrÃ¨s par le col du Portillon,7.61,1153.0,694.0,2132.0,1290.0,84.2,8.57,0.13,0.1,0.09,160.0,11.32,0.0,alpinismo ligero
Pic de BacanÃ¨re,8.26,1355.0,392.0,2180.0,1195.0,76.63,8.93,0.13,0.1,0.08,75.37,11.85,0.0,alta montaña
Pic de Couillac par le cirque de Cagateille,27.76,4008.0,4177.0,2548.0,985.0,88.49,6.78,0.1,0.09,0.08,299.52,9.2,0.0,alpinismo ligero
Pic de CÃ©cirÃ©,6.94,1469.0,903.0,2376.0,1733.0,81.77,11.38,0.18,0.15,0.13,255.02,15.87,0.0,alpinismo ligero
Pic de Girantes,2.77,666.0,130.0,2051.0,1513.0,88.44,7.09,0.11,0.11,0.08,186.54,10.0,0.0,alta montaña
Pic de la Sauvegarde,7.76,1633.0,496.0,2706.0,1381.0,88.27,4.51,0.06,0.06,0.06,209.37,6.3,0.0,alta montaña
Pic del MoixerÃ³,6.57,643.0,526.0,2060.0,1750.0,79.8,7.95,0.11,0.07,0.05,114.51,11.03,0.0,difícil
Pic d'Espingo depuis les Granges d'Astau,4.06,244.0,1253.0,2138.0,1121.0,80.79,14.2,0.17,0.11,0.1,65.82,16.77,0.0,alpinismo ligero
Pissevinaigre,6.31,296.0,299.0,336.0,212.0,65.39,4.67,0.04,0.02,0.01,143.85,6.3,0.0,moderado
"Pitres, AtalbÃ©itar, Fuente Agria de PÃ³rtugos",3.24,314.0,295.0,1293.0,1131.0,82.24,6.85,0.09,0.07,0.07,75.62,9.43,0.0,difícil
"Pitres, Capilerilla, Camino de los Aylacares",3.74,324.0,340.0,1380.0,1248.0,72.08,6.8,0.1,0.05,0.03,167.31,9.05,0.0,difícil
"Pitres, Capilerrilla, Acequia Gorda, Pitres",3.49,382.0,273.0,1533.0,1250.0,78.05,7.14,0.11,0.07,0.06,339.35,9.23,0.0,difícil
"Pitres, cruce GR-7, Capilerilla, Pitres",6.92,705.0,705.0,1552.0,1250.0,76.53,8.15,0.12,0.08,0.07,183.89,11.07,0.0,difícil
"Pitres, Mecina, Mecinilla, Fondales, Ferreirola, AtalbÃ©itar, Pitres",5.58,565.0,565.0,1263.0,944.0,82.24,7.56,0.11,0.08,0.08,48.21,10.58,0.0,alta montaña
Pla de la Batllia - TurÃ² de GallisÃ ,10.32,342.0,342.0,1114.0,1000.0,84.12,3.55,0.03,0.02,0.01,102.71,4.6,0.0,difícil
Plan de l'Aiguille - Montenvers,6.87,1246.0,1650.0,2308.0,1899.0,87.2,8.26,0.12,0.11,0.1,31.25,11.63,0.0,alpinismo ligero
Plan Ponquet - Col Checrouit,1.93,136.0,474.0,1969.0,1631.0,69.22,10.72,0.19,0.14,0.12,350.67,15.03,0.0,difícil
Plan Ponquet - Peuterey - Visaille (giro dei tre ponti),5.1,451.0,273.0,1657.0,1476.0,67.81,6.65,0.1,0.06,0.04,224.76,9.3,0.0,moderado
Plans del Pas Estret - Port d'Urets,5.57,328.0,753.0,2589.0,2082.0,79.78,5.25,0.07,0.06,0.05,251.87,7.22,0.0,difícil
Plans del Pas Estret a Port dera Horqueta,3.14,507.0,164.0,2457.0,2082.0,79.78,4.84,0.07,0.06,0.05,48.19,6.63,0.0,difícil
Playa de El Socorro - Pico del Teide,28.73,5003.0,1364.0,3689.0,0.0,87.82,6.55,0.1,0.07,0.07,228.53,9.11,0.0,alpinismo ligero
Pobleta de BellveÃ­-Antist,5.1,605.0,173.0,1235.0,798.0,73.88,6.46,0.09,0.05,0.05,329.84,8.66,0.0,difícil
Poncebos - Bulnes - Sotres - Tielve,18.04,1921.0,1599.0,1231.0,537.0,86.04,4.11,0.06,0.05,0.05,80.69,5.75,0.0,difícil
Pont de Pedrosa al Coll de la Pala de Clavera,6.54,1418.0,367.0,2560.0,1466.0,87.53,7.24,0.1,0.09,0.08,344.48,10.15,0.0,alpinismo ligero
Pont de Pedrosa al Port d'AulÃ ,4.11,1010.0,290.0,2274.0,1466.0,78.44,11.81,0.18,0.14,0.12,48.81,15.62,0.0,alpinismo ligero
"Pont del Diable, Senterada",10.42,999.0,525.0,1280.0,733.0,81.41,6.73,0.09,0.07,0.05,33.03,9.17,0.0,difícil
Poo - Arenas,7.09,590.0,601.0,407.0,134.0,80.8,5.88,0.09,0.07,0.06,97.86,8.16,0.0,difícil
Poo - CamarmeÃ±a - Poncebos,18.27,1913.0,667.0,1620.0,154.0,84.73,3.48,0.05,0.04,0.04,169.6,4.8,0.0,difícil
"Port de Gelada, Erill la Vall-Senet de BarravÃ©s",24.48,2919.0,2668.0,2069.0,1279.0,84.12,10.4,0.15,0.1,0.08,113.51,13.63,0.0,alpinismo ligero
Porta del Cel,56.48,8126.0,8126.0,3023.0,1116.0,85.53,8.51,0.13,0.1,0.09,336.53,11.71,0.0,alpinismo ligero
Portilhon,10.86,1183.0,1183.0,1369.0,715.0,77.01,8.89,0.11,0.07,0.06,236.48,11.75,0.0,difícil
Pozos del TÃ­o Ruperto,10.06,1381.0,217.0,1594.0,416.0,75.4,7.39,0.1,0.06,0.05,330.86,9.54,0.0,difícil
Pradollano - Monachil,21.44,1821.0,3143.0,2149.0,809.0,84.87,7.84,0.11,0.09,0.07,288.57,10.82,0.0,alta montaña
Prat d'AguilÃ³ - Comabona,9.81,1643.0,1643.0,2520.0,1913.0,84.88,8.53,0.13,0.11,0.1,178.34,11.95,0.0,alpinismo ligero
Presa de Cavallers-Besiberri Nord,9.28,1616.0,441.0,2896.0,1721.0,85.12,6.56,0.1,0.09,0.08,256.74,8.88,0.0,alpinismo ligero
Prullans - ArdÃ²vol - La Serra,7.55,527.0,527.0,1337.0,1082.0,68.94,6.03,0.08,0.05,0.04,113.75,8.27,0.0,moderado
Prullans - La Bastida - Casa d'OrÃ¨n,8.63,809.0,742.0,1658.0,1168.0,77.58,7.34,0.12,0.08,0.07,359.95,10.2,0.0,difícil
Prullans - La Clota - Cova d'Anes,8.27,732.0,732.0,1315.0,997.0,83.33,7.03,0.1,0.08,0.07,92.42,9.76,0.0,difícil
Prullans - MolÃ­ del Salt - Coborriu,19.1,1602.0,1602.0,1742.0,1120.0,77.77,7.25,0.09,0.07,0.06,350.93,9.89,0.0,difícil
Prullans - Talltendre - OrdÃ¨n - Cova d'Anes,15.1,1606.0,1606.0,1681.0,1104.0,83.87,8.64,0.14,0.1,0.09,255.29,12.05,0.0,alta montaña
Prullans ruta dels Miradors,8.29,548.0,548.0,1336.0,1082.0,77.2,5.68,0.09,0.06,0.05,141.47,7.93,0.0,difícil
Pueblos del Poqueira,7.55,1062.0,862.0,1438.0,1089.0,81.94,8.14,0.12,0.1,0.09,287.62,11.07,0.0,alta montaña
Puerto de la Ragua-Mulhacen,37.21,4383.0,3591.0,3344.0,2052.0,84.72,7.98,0.1,0.08,0.07,241.34,10.55,0.0,alpinismo ligero
PuigcerdÃ  CamÃ­ del Segre ermita de Sant Marc,7.22,81.0,81.0,1150.0,1106.0,27.74,1.48,0.0,0.0,0.0,172.25,1.93,0.0,sendero fácil
PuigcerdÃ  Guingueta d'Ix Llivia Ur,15.22,294.0,240.0,1238.0,1143.0,71.9,2.52,0.02,0.01,0.01,201.67,3.45,0.0,moderado
PuigcerdÃ -Montserrat. Variant BagÃ ,23.41,2003.0,2757.0,2033.0,723.0,81.5,8.4,0.12,0.08,0.07,164.16,11.3,0.0,alta montaña
PuigcerdÃ -Montserrat,169.58,12305.0,12732.0,2110.0,160.0,87.91,6.08,0.08,0.06,0.05,184.05,8.35,0.0,alta montaña
Ramat de Camins. Etapa 10 : Esterri d'Ã€neu => SalardÃº,26.41,2767.0,2466.0,2087.0,961.0,81.44,8.08,0.11,0.08,0.06,300.97,11.0,0.0,alta montaña
Ramat de Camins. Etapa 11 : SalardÃº => BossÃ²st,29.96,2092.0,2632.0,1350.0,709.0,84.96,6.32,0.08,0.06,0.04,301.79,8.75,0.0,alta montaña
Ramat de Camins. Etapa 12 : BossÃ²t => Vielha,20.32,2162.0,1909.0,1259.0,709.0,80.56,8.62,0.11,0.08,0.06,136.1,11.8,0.0,alta montaña
Ramat de Camins. Etapa 13 : Vielha => Refugi de Conangles,21.56,2434.0,1844.0,2465.0,975.0,87.2,6.18,0.09,0.07,0.06,169.8,8.44,0.0,alta montaña
Ramat de Camins. Etapa 14 : Refugi de Conangles => Barruera,32.8,2202.0,2617.0,2069.0,1095.0,84.12,7.25,0.11,0.08,0.06,141.57,9.76,0.0,alta montaña
Ramat de Camins. Etapa 15 : Barruera => El Pont de Suert,15.02,827.0,1101.0,1146.0,839.0,84.21,5.23,0.07,0.05,0.05,214.34,7.22,0.0,difícil
Ramat de Camins. Etapa 2 : Baro => Sort,14.15,1381.0,1325.0,1301.0,634.0,82.26,6.16,0.09,0.08,0.07,80.95,8.17,0.0,difícil
Ramat de Camins. Etapa 3 : Sort => Rialp,24.27,2432.0,2405.0,1430.0,707.0,87.93,6.55,0.1,0.08,0.08,83.97,9.12,0.0,alta montaña
Ramat de Camins. Etapa 4 : Rialp => TÃ­rvia,19.49,2600.0,2353.0,1631.0,734.0,84.58,7.04,0.1,0.08,0.08,46.49,9.83,0.0,alta montaña
Ramat de Camins. Etapa 5 : TÃ­rvia => Ã€reu,14.04,1206.0,956.0,1238.0,905.0,80.74,5.12,0.07,0.06,0.05,45.64,7.08,0.0,difícil
Ramat de Camins. Etapa 6 : Ã€reu => Riera de CardÃ³s,23.06,2254.0,2540.0,2243.0,896.0,82.12,9.07,0.12,0.08,0.06,248.95,11.97,0.0,alta montaña
Ramat de Camins. Etapa 7 : Ribera de CardÃ³s => EscalÃ³,16.0,1954.0,2026.0,1385.0,858.0,86.35,10.14,0.14,0.11,0.1,250.85,13.33,0.0,alpinismo ligero
Ramat de Camins. Etapa 8 : EscalÃ³ => Llac de SantMaurici => Espot,28.48,2551.0,2110.0,2225.0,873.0,80.78,7.39,0.1,0.08,0.07,286.44,10.13,0.0,alta montaña
Ramat de Camins. Etapa 9 : Espot => Esterri d'Ã€neu,14.86,1320.0,1677.0,1493.0,938.0,84.28,7.34,0.1,0.07,0.07,23.0,10.11,0.0,alta montaña
Ramat de Camins. Etapa1 : Font de la Figuereta => Baro,23.62,1876.0,2035.0,915.0,555.0,87.37,4.31,0.06,0.05,0.04,17.75,6.04,0.0,difícil
RandonnÃ©e Ã  Roquefixade,4.5,529.0,529.0,982.0,766.0,77.75,10.52,0.12,0.1,0.07,319.73,13.98,0.0,difícil
Refuge Albert Ier,5.33,1318.0,504.0,2662.0,1846.0,87.81,8.25,0.11,0.1,0.09,149.41,11.11,0.0,alpinismo ligero
Refuge de Restanca et lac de Mar,7.37,356.0,1200.0,2266.0,1405.0,88.61,6.63,0.1,0.08,0.07,27.65,8.94,0.0,difícil
Refuge du Mont NÃ©,7.01,804.0,933.0,1899.0,1340.0,83.64,8.66,0.13,0.09,0.08,170.95,11.8,0.0,alta montaña
Refuge et Port de VÃ©nasque,6.36,1259.0,307.0,2431.0,1381.0,88.27,3.95,0.05,0.05,0.05,194.47,5.63,0.0,difícil
Refugi Amics de Montgarri a Port de Coma Gireta,7.19,1480.0,633.0,2503.0,1656.0,87.48,6.97,0.11,0.09,0.09,40.76,9.56,0.0,alpinismo ligero
Refugi del Fornet al Port de Salau,3.57,876.0,156.0,2106.0,1375.0,80.28,9.17,0.14,0.11,0.1,45.54,12.47,0.0,alta montaña
Refugio Cap de Llauset - Bordas de Nestui,11.05,1443.0,1413.0,2302.0,1690.0,79.82,10.85,0.17,0.14,0.13,312.2,14.44,0.0,alta montaña
Refugio de Vega de Ario - CaÃ­n (por Canal de Trea),6.24,5.0,114.0,1635.0,1526.0,40.16,0.56,0.01,0.0,0.0,143.69,0.78,0.0,sendero fácil
Refugio de Vega de Ario - Refugio de Vegarredonda,12.23,943.0,794.0,1897.0,1442.0,62.69,7.55,0.1,0.05,0.04,265.87,10.02,0.0,moderado
Refugio de Vega de Urriellu (J. Delgado Ubeda) - Refugio Jou de los Cabrones,10.13,559.0,458.0,2273.0,1950.0,69.94,6.58,0.11,0.08,0.07,293.05,9.06,0.0,moderado
Refugio de Vegarredonda - Cain (por Canl de Mesones),18.3,921.0,266.0,2102.0,1442.0,88.03,2.79,0.04,0.04,0.04,116.9,3.94,0.0,difícil
Refugio de Vegarredonda - Refugio de VegabaÃ±o,15.49,1535.0,1475.0,2130.0,1269.0,87.52,5.37,0.08,0.07,0.06,180.0,7.47,0.0,alta montaña
Refugio Vega de Urriellu - Refugio Collado Hermoso,9.42,0.0,0.0,1957.0,1957.0,0.0,0.0,0.0,0.0,0.0,207.94,0.0,0.0,sendero fácil
Refugis del Torb,74.6,9564.0,9755.0,2790.0,923.0,86.57,8.21,0.12,0.1,0.09,15.08,11.33,0.0,alpinismo ligero
Ribes de Freser-El Baell-Campelles,14.98,1594.0,1593.0,1329.0,845.0,78.02,7.79,0.12,0.1,0.08,117.77,10.91,0.0,alta montaña
Riera de Gualba,25.41,2427.0,2352.0,1143.0,110.0,78.11,8.8,0.13,0.09,0.08,318.85,12.03,0.0,alta montaña
Riera de Vallfornes,3.3,240.0,131.0,469.0,353.0,73.98,5.23,0.06,0.05,0.05,349.52,7.29,0.0,difícil
Ripoll - Sant Bartomeu,5.48,515.0,515.0,895.0,686.0,71.12,7.72,0.12,0.09,0.07,19.02,10.48,0.0,difícil
Ripoll,8.73,533.0,514.0,927.0,700.0,77.39,5.69,0.06,0.03,0.02,268.59,7.72,0.0,difícil
Ripoll,8.31,802.0,802.0,1091.0,691.0,81.4,6.47,0.09,0.08,0.08,183.39,8.98,0.0,alta montaña
Ripoll,5.36,688.0,289.0,1091.0,691.0,81.4,6.09,0.09,0.08,0.07,185.64,8.54,0.0,difícil
