filename,distance_km,elevation_gain,elevation_loss,max_elevation,min_elevation,max_slope,mean_slope,pct_over_30,pct_over_40,pct_over_45,mean_aspect,rugosity_mean,exposed_pct,difficulty
Ramat de Camins. Etapa 4 : Rialp => TÃ­rvia,19.49,2600.0,2353.0,1631.0,734.0,84.58,7.05,0.1,0.08,0.08,46.43,9.85,0.0,alta montaña
Ramat de Camins. Etapa 5 : TÃ­rvia => Ã€reu,14.04,1206.0,956.0,1238.0,905.0,80.74,5.12,0.07,0.06,0.05,45.64,7.08,0.0,difícil
Ramat de Camins. Etapa 6 : Ã€reu => Riera de CardÃ³s,23.06,2254.0,2540.0,2243.0,896.0,82.12,9.07,0.12,0.08,0.06,248.95,11.97,0.0,alta montaña
Ramat de Camins. Etapa 7 : Ribera de CardÃ³s => EscalÃ³,16.0,1954.0,2026.0,1385.0,858.0,86.35,10.14,0.14,0.11,0.1,250.85,13.33,0.0,alpinismo ligero
Ramat de Camins. Etapa 8 : EscalÃ³ => Llac de SantMaurici => Espot,28.48,2551.0,2110.0,2225.0,873.0,80.78,7.39,0.1,0.08,0.07,286.44,10.13,0.0,alta montaña
Ramat de Camins. Etapa 9 : Espot => Esterri d'Ã€neu,14.86,1320.0,1677.0,1493.0,938.0,84.28,7.34,0.1,0.07,0.07,23.0,10.11,0.0,alta montaña
Ramat de Camins. Etapa1 : Font de la Figuereta => Baro,23.62,1876.0,2035.0,915.0,555.0,87.37,4.31,0.06,0.05,0.04,17.75,6.04,0.0,difícil
RandonnÃ©e Ã  Roquefixade,4.5,529.0,529.0,982.0,766.0,77.75,10.52,0.12,0.1,0.07,319.73,13.98,0.0,difícil
Refuge de Restanca et lac de Mar,7.37,356.0,1200.0,2266.0,1405.0,88.61,6.63,0.1,0.08,0.07,27.65,8.94,0.0,difícil
Refuge du Mont NÃ©,7.01,804.0,933.0,1899.0,1340.0,83.64,8.66,0.13,0.09,0.08,170.95,11.8,0.0,alta montaña
Refuge et Port de VÃ©nasque,6.36,1259.0,307.0,2431.0,1381.0,88.27,3.95,0.05,0.05,0.05,194.47,5.63,0.0,difícil
Refugi Amics de Montgarri a Port de Coma Gireta,7.19,1480.0,633.0,2503.0,1656.0,87.48,6.98,0.11,0.09,0.09,40.95,9.58,0.0,alpinismo ligero
Refugi del Fornet al Port de Salau,3.57,876.0,156.0,2106.0,1375.0,80.28,9.17,0.14,0.11,0.1,45.54,12.47,0.0,alta montaña
Refugio Cap de Llauset - Bordas de Nestui,11.05,1443.0,1413.0,2302.0,1690.0,79.82,10.85,0.17,0.14,0.13,312.2,14.44,0.0,alta montaña
Refugis del Torb,74.6,9564.0,9755.0,2790.0,923.0,86.57,8.21,0.12,0.1,0.09,15.08,11.33,0.0,alpinismo ligero
Ribes de Freser-El Baell-Campelles,14.98,1594.0,1593.0,1329.0,845.0,78.02,7.79,0.12,0.1,0.08,117.77,10.91,0.0,alta montaña
Ripoll - Sant Bartomeu,5.48,515.0,515.0,895.0,686.0,71.12,7.72,0.12,0.09,0.07,19.02,10.48,0.0,difícil
Ripoll,8.73,533.0,514.0,927.0,700.0,77.39,5.69,0.06,0.03,0.02,268.59,7.72,0.0,difícil
Ripoll,8.31,802.0,802.0,1091.0,691.0,81.4,6.47,0.09,0.08,0.08,183.39,8.98,0.0,alta montaña
Ripoll,5.36,688.0,289.0,1091.0,691.0,81.4,6.09,0.09,0.08,0.07,185.64,8.54,0.0,difícil
Roc de QuerquÃ©ou,10.37,1252.0,1226.0,1807.0,994.0,84.7,10.9,0.15,0.1,0.08,315.05,14.01,0.0,alpinismo ligero
RomÃ nic i natura a la Vall del Rigart,12.25,1500.0,1781.0,1537.0,1126.0,76.48,10.13,0.15,0.12,0.1,93.26,13.89,0.0,alta montaña
route du Port de Salau,10.53,1320.0,1926.0,2106.0,958.0,85.75,8.63,0.13,0.1,0.1,78.47,11.96,0.0,alpinismo ligero
Route 13236300,7.09,838.0,838.0,1184.0,600.0,78.51,8.75,0.13,0.1,0.09,165.18,11.42,0.0,difícil
Route 13263596,11.79,885.0,1009.0,891.0,678.0,82.69,8.97,0.13,0.08,0.06,331.25,12.36,0.0,difícil
Route 13263597,2.31,160.0,224.0,836.0,764.0,45.41,9.31,0.05,0.03,0.03,230.22,11.48,0.0,moderado
Route 13263598,1.97,195.0,195.0,792.0,699.0,74.34,11.48,0.17,0.17,0.16,338.46,16.0,0.0,alpinismo ligero
Route 13414009,2.88,252.0,769.0,1292.0,772.0,86.64,6.86,0.1,0.09,0.09,356.18,9.68,0.0,alta montaña
Route 13414010,4.04,184.0,364.0,1020.0,810.0,76.86,6.33,0.11,0.08,0.07,112.92,8.25,0.0,difícil
Route 14331382,21.66,2586.0,2284.0,2032.0,1203.0,81.09,9.53,0.14,0.09,0.07,97.24,12.93,0.0,alta montaña
Route 15595471,8.54,406.0,911.0,1582.0,1077.0,69.64,6.73,0.1,0.09,0.07,349.7,9.36,0.0,moderado
Route 15989505,6.46,531.0,520.0,917.0,635.0,74.89,7.32,0.1,0.07,0.06,342.24,9.73,0.0,difícil
Route 15989506,2.62,376.0,477.0,2143.0,1794.0,82.49,7.54,0.12,0.11,0.08,320.17,10.3,0.0,alta montaña
Route 15989507,14.61,1053.0,1117.0,1909.0,1060.0,78.27,7.23,0.11,0.07,0.07,221.12,9.63,0.0,difícil
Route 15989508,8.11,458.0,565.0,924.0,526.0,63.51,5.76,0.03,0.02,0.02,14.58,7.6,0.0,moderado
Route 16033955,3.66,94.0,326.0,1156.0,913.0,57.33,5.53,0.06,0.02,0.01,294.17,7.1,0.0,moderado
Route 16097261,9.72,1201.0,832.0,2569.0,1764.0,86.54,6.16,0.09,0.08,0.08,118.74,8.74,0.0,alpinismo ligero
Route 16097262,2.43,136.0,556.0,2559.0,2139.0,83.42,9.13,0.15,0.12,0.11,255.89,12.32,0.0,alpinismo ligero
Route 16408396,1.39,242.0,59.0,666.0,471.0,78.24,9.84,0.14,0.12,0.05,224.12,15.18,0.0,difícil
Route 16408397,2.95,405.0,398.0,674.0,430.0,81.33,8.19,0.13,0.1,0.08,234.64,10.88,0.0,alta montaña
Route 16408400,3.71,108.0,227.0,838.0,684.0,72.98,4.72,0.05,0.04,0.03,194.93,6.55,0.0,moderado
Route 16408401,0.21,5.0,0.0,655.0,650.0,9.78,1.01,0.0,0.0,0.0,314.09,0.78,0.0,sendero fácil
Route 18248499,2.14,511.0,50.0,1021.0,560.0,86.07,4.04,0.06,0.05,0.04,266.31,5.55,0.0,difícil
Route 18248500,1.41,122.0,319.0,851.0,654.0,75.52,10.07,0.14,0.14,0.11,99.66,13.02,0.0,alta montaña
Route 18248501,0.28,5.0,14.0,823.0,809.0,5.51,2.48,0.0,0.0,0.0,199.48,3.04,0.0,sendero fácil
Route 18893642,4.27,445.0,220.0,968.0,733.0,77.85,6.3,0.08,0.05,0.03,25.49,8.99,0.0,difícil
Route 19846794,2.59,99.0,99.0,424.0,372.0,62.68,5.57,0.04,0.03,0.01,139.03,7.56,0.0,moderado
Route 3124529,43.52,5025.0,5692.0,2625.0,1353.0,85.81,7.94,0.11,0.09,0.08,268.35,10.86,0.0,alpinismo ligero
Route 4517453,8.33,420.0,388.0,336.0,212.0,69.36,5.11,0.06,0.03,0.02,60.63,6.95,0.0,moderado
Route 4520621,6.52,367.0,361.0,453.0,298.0,65.34,5.68,0.06,0.02,0.02,151.05,7.6,0.0,moderado
Route 5578831,9.41,688.0,688.0,1001.0,668.0,66.91,6.57,0.09,0.05,0.03,123.41,8.53,0.0,moderado
Route 5578938,9.88,780.0,780.0,1037.0,690.0,78.91,6.58,0.1,0.07,0.06,342.32,9.02,0.0,difícil
Route 5578959,17.29,1261.0,1271.0,1186.0,643.0,84.27,6.61,0.1,0.07,0.06,231.62,9.04,0.0,difícil
Route 5579492,29.89,4283.0,4141.0,2418.0,1077.0,86.59,9.28,0.14,0.11,0.09,173.51,12.83,0.0,alpinismo ligero
Route 7340522,17.03,1843.0,1367.0,1467.0,810.0,80.66,7.82,0.12,0.09,0.07,338.03,10.61,0.0,alta montaña
Route 7857900,11.05,1703.0,1156.0,2027.0,1268.0,83.2,8.17,0.12,0.09,0.07,151.33,11.01,0.0,alta montaña
Route 8593599,2.76,837.0,218.0,2104.0,1474.0,72.7,12.55,0.23,0.16,0.15,346.41,16.66,0.0,alpinismo ligero
Route 9709612,17.27,1802.0,1665.0,1735.0,1081.0,81.64,7.19,0.11,0.08,0.07,349.75,9.88,0.0,difícil
Route 9712626,22.84,1903.0,1873.0,1312.0,1029.0,80.14,10.65,0.17,0.11,0.07,70.19,14.3,0.0,alta montaña
Route 9712657,14.44,1759.0,1335.0,1689.0,930.0,68.45,9.75,0.13,0.08,0.05,274.62,12.34,0.0,difícil
Route 9728545,46.87,2874.0,3299.0,1748.0,746.0,75.29,8.63,0.11,0.07,0.05,193.27,11.29,0.0,difícil
Route 9729107,8.15,993.0,1121.0,1346.0,1078.0,72.19,11.56,0.17,0.13,0.1,24.65,15.54,0.0,alta montaña
Route 9734679,43.12,3533.0,3253.0,1635.0,688.0,81.9,8.12,0.12,0.08,0.06,22.87,11.09,0.0,alta montaña
Route 9734692,40.27,2577.0,2509.0,1286.0,684.0,83.84,8.58,0.12,0.08,0.06,61.66,11.34,0.0,alta montaña
Route 9850971,5.23,356.0,597.0,889.0,601.0,75.46,5.91,0.09,0.07,0.06,293.38,8.45,0.0,difícil
Ruta 3 Valls. Etapa 1: El Pont de Suert => Erill la Vall,18.86,897.0,1302.0,1279.0,841.0,84.21,4.54,0.06,0.05,0.04,216.63,6.28,0.0,difícil
Ruta 3 Valls. Etapa 2: Erill la Vall => Aneto,12.01,1550.0,1447.0,2069.0,1247.0,84.12,9.81,0.15,0.1,0.07,288.18,12.88,0.0,alta montaña
Ruta 3 Valls. Etapa 3: Aneto => Castanesa,21.7,2689.0,2539.0,2180.0,1336.0,73.43,9.67,0.15,0.1,0.07,235.52,13.01,0.0,alta montaña
Ruta 3 Valls. Etapa 4: Castanesa => El Pont de Suert,21.13,1387.0,2010.0,1521.0,842.0,79.85,7.43,0.09,0.06,0.04,152.14,10.17,0.0,difícil
Ruta de las ermitas de Bonansa,10.44,849.0,576.0,1523.0,1237.0,75.29,7.12,0.08,0.03,0.01,33.52,9.26,0.0,difícil
Ruta del Caracremada,91.05,8782.0,8785.0,2380.0,794.0,86.44,6.21,0.09,0.07,0.06,114.34,8.57,0.0,alta montaña
Ruta del RomÃ nic Vall de BoÃ­,13.61,1580.0,1580.0,1510.0,1095.0,85.58,5.66,0.08,0.07,0.07,161.51,7.9,0.0,difícil
Ruta del Ter,218.8,11079.0,13321.0,2242.0,-2.0,84.25,5.59,0.07,0.05,0.04,126.06,7.63,0.0,alta montaña
Ruta dels Estanys Amagats,68.81,6658.0,6658.0,2700.0,1328.0,84.88,6.75,0.09,0.07,0.06,356.4,9.22,0.0,alta montaña
Ruta dels Miradors del Pla de l'Ã€liga,3.2,354.0,283.0,1584.0,1497.0,77.88,7.2,0.11,0.09,0.07,325.85,9.78,0.0,difícil
Saint-Bertrand-de-Comminges : au coeur du Comminges,9.5,781.0,715.0,808.0,459.0,75.12,6.67,0.09,0.05,0.04,159.18,8.89,0.0,difícil
Saleix,2.82,299.0,316.0,898.0,751.0,87.21,7.33,0.11,0.08,0.08,132.11,9.89,0.0,alta montaña
Sant Pere de les Maleses-Collegats,8.41,1090.0,1248.0,807.0,553.0,87.37,4.31,0.06,0.05,0.05,226.82,5.96,0.0,difícil
Santuari de NÃºria al Coll de CaranÃ§Ã ,5.15,1028.0,275.0,2790.0,1966.0,81.28,7.03,0.11,0.09,0.07,57.9,10.03,0.0,alta montaña
Santuari de NÃºria al Coll de Finestrelles,4.1,941.0,343.0,2609.0,1978.0,84.38,11.22,0.17,0.14,0.12,295.92,14.93,0.0,alpinismo ligero
Santuari de NÃºria al Coll d'Eina,5.11,1036.0,355.0,2732.0,1973.0,83.11,7.95,0.12,0.1,0.1,326.43,10.98,0.0,alpinismo ligero
SC 06N : Bugarach - Quillan,28.55,2275.0,2441.0,829.0,289.0,82.91,7.91,0.1,0.07,0.05,276.63,10.85,0.0,alta montaña
SC 06S : Puilaurens - Quirbajou,24.21,2390.0,2042.0,819.0,406.0,82.86,7.71,0.1,0.08,0.06,298.05,10.58,0.0,alta montaña
SC 07C : Coudons - Puivert,13.09,409.0,782.0,861.0,482.0,74.69,5.06,0.05,0.03,0.02,310.89,6.85,0.0,difícil
SC 07N : Quillan - Puivert,8.18,784.0,220.0,860.0,291.0,74.17,6.49,0.09,0.06,0.04,268.47,8.48,0.0,difícil
SC 07S : Quirbajou - Puivert,8.5,640.0,602.0,1163.0,814.0,72.48,6.79,0.06,0.04,0.04,314.83,8.99,0.0,difícil
SC 08 : Puivert - Espezel,16.87,860.0,445.0,947.0,474.0,84.61,5.41,0.05,0.04,0.04,199.9,7.41,0.0,difícil
SC 09 : Espezel - Comus,26.46,1613.0,1336.0,1386.0,881.0,76.16,6.59,0.07,0.05,0.04,254.38,8.74,0.0,difícil
SC 10 : Comus - MontsÃ©gur,13.39,1856.0,2090.0,1204.0,623.0,88.39,8.84,0.13,0.1,0.09,325.5,12.35,0.0,alta montaña
SC 11 : MontsÃ©gur - Roquefixade,16.54,1390.0,1530.0,1070.0,590.0,70.28,7.85,0.1,0.06,0.04,321.8,10.7,0.0,difícil
SC 12 : Roquefixade - Foix,16.09,1574.0,1901.0,937.0,455.0,77.78,8.72,0.12,0.09,0.06,269.79,11.79,0.0,difícil
Senda Pirenaica - E08,20.58,2469.0,1419.0,2242.0,1184.0,77.77,7.88,0.12,0.07,0.05,296.63,10.71,0.0,alta montaña
Senda Pirenaica - E09,33.36,2930.0,3822.0,2800.0,1240.0,88.72,5.97,0.09,0.07,0.06,149.96,8.3,0.0,alta montaña
Senda Pirenaica - E10,10.4,1487.0,1439.0,1905.0,1243.0,83.23,11.2,0.17,0.12,0.09,230.38,14.74,0.0,alpinismo ligero
Senda Pirenaica - E11,29.81,2383.0,2452.0,1999.0,1123.0,80.21,7.79,0.09,0.06,0.05,306.52,10.24,0.0,alta montaña
Senda Pirenaica - E12,16.39,1951.0,781.0,2395.0,1222.0,78.49,7.79,0.1,0.06,0.05,290.09,10.3,0.0,difícil
Senda Pirenaica - E13,25.37,2262.0,3392.0,2700.0,1251.0,83.52,7.09,0.1,0.08,0.07,283.73,9.63,0.0,alta montaña
Senda Pirenaica - E14,14.94,2247.0,2124.0,1984.0,1265.0,85.3,9.84,0.15,0.11,0.09,311.76,13.25,0.0,alpinismo ligero
Senda Pirenaica - E15,14.02,2766.0,1649.0,2772.0,1388.0,85.24,7.53,0.11,0.09,0.08,286.16,10.2,0.0,alpinismo ligero
Senda Pirenaica - E16,31.5,3390.0,4773.0,2505.0,1116.0,82.12,10.67,0.15,0.1,0.08,290.37,14.23,0.0,alpinismo ligero
Senda Pirenaica - E17,30.78,3822.0,4019.0,2242.0,938.0,85.09,9.31,0.15,0.11,0.09,263.39,12.95,0.0,alpinismo ligero
Senda Pirenaica - E18,28.56,3560.0,2381.0,2603.0,945.0,87.13,6.34,0.09,0.07,0.06,289.75,8.76,0.0,alta montaña
Senda Pirenaica - E19,25.94,2981.0,3411.0,2400.0,1413.0,88.61,8.11,0.12,0.1,0.08,252.58,11.21,0.0,alpinismo ligero
Senda Pirenaica - E20,32.08,2943.0,3256.0,2726.0,1251.0,85.75,9.2,0.13,0.09,0.07,284.67,12.12,0.0,alpinismo ligero
Senda Pirenaica - E21,20.63,2869.0,2316.0,2588.0,1251.0,87.88,7.74,0.11,0.09,0.08,283.11,10.83,0.0,alpinismo ligero
Sender circular de la Val d'Aran. Variant Cap de les Comes de Liat - Eth Sarrat de PiÃ¨rres,14.67,3043.0,1893.0,2326.0,1069.0,81.76,14.71,0.23,0.19,0.16,289.56,19.11,0.0,alpinismo técnico
Sender circular de la Val d'Aran. Variant Espitau de Vielha - Vielha,14.54,1457.0,2156.0,2465.0,963.0,87.2,6.22,0.09,0.08,0.06,355.08,8.51,0.0,alta montaña
Sender circular de la Val d'Aran. Variant Gessa - Vielha,12.33,595.0,825.0,1244.0,975.0,79.52,5.64,0.06,0.04,0.02,274.38,7.62,0.0,difícil
Sender circular de la Val d'Aran. Variant Les - Pont dera Lana,12.6,1769.0,1784.0,1269.0,620.0,85.57,8.4,0.12,0.11,0.09,40.5,11.67,0.0,alta montaña
Sender circular de la Val d'Aran. Variant PÃ²rt de RatÃ¨ra de ColomÃ¨rs - Unha,19.76,801.0,1822.0,2585.0,1246.0,81.22,6.42,0.07,0.04,0.02,330.77,8.55,0.0,alta montaña
Sender d'Adraen,48.32,4309.0,4259.0,2625.0,1348.0,84.64,8.2,0.12,0.09,0.08,92.43,11.25,0.0,alpinismo ligero
Sender d'AlÃ s,13.37,1074.0,1074.0,1148.0,707.0,74.12,7.06,0.11,0.07,0.05,55.02,9.74,0.0,difícil
Sender de Camprodon a Ribes de Freser,20.28,2200.0,2156.0,2029.0,931.0,79.45,9.42,0.15,0.1,0.08,85.05,12.29,0.0,alta montaña
Sender de la Nou de BerguedÃ ,33.54,3868.0,3950.0,1723.0,828.0,80.42,9.11,0.14,0.1,0.09,108.37,12.51,0.0,alpinismo ligero
Sender de les quatre ermites,25.81,2310.0,2317.0,1066.0,747.0,79.62,7.37,0.11,0.07,0.06,28.59,10.14,0.0,difícil
Sender de l'Holstalet,9.06,1350.0,1350.0,1741.0,919.0,84.59,9.42,0.14,0.11,0.09,301.28,12.17,0.0,alta montaña
Sender de Sant Jaume de FrontanyÃ ,8.43,952.0,952.0,1389.0,1080.0,81.87,8.28,0.12,0.09,0.08,341.19,11.4,0.0,alta montaña
Sender del Pedraforca 360,16.81,2157.0,2157.0,1852.0,1418.0,86.59,8.42,0.12,0.1,0.09,89.8,11.74,0.0,alpinismo ligero
Sender HistÃ²ric: Catalunya,390.43,28267.0,27862.0,1598.0,-1.0,87.31,5.54,0.07,0.05,0.04,270.35,7.6,0.0,alta montaña
Sendero BotÃ¡nico - Gorgas de Alba,4.65,393.0,425.0,1661.0,1544.0,82.97,6.65,0.09,0.08,0.08,63.65,9.27,0.0,alta montaña
Sendero HistÃ³rico: Huesca,253.96,17024.0,16802.0,1288.0,449.0,86.31,5.61,0.07,0.05,0.04,276.15,7.7,0.0,alta montaña
Sendero La Saleta,2.83,437.0,372.0,1286.0,1141.0,78.52,11.15,0.18,0.15,0.14,348.07,14.78,0.0,alta montaña
Sendero Praus de Cases,5.46,559.0,113.0,1529.0,1081.0,73.89,5.75,0.07,0.04,0.04,89.33,7.92,0.0,difícil
Sendero Prepirenaico,448.01,31335.0,31000.0,2351.0,687.0,87.84,8.61,0.12,0.08,0.07,106.25,11.58,0.0,alta montaña
Senderos de La Ribagorza,195.93,11288.0,10631.0,2397.0,478.0,82.48,6.91,0.08,0.05,0.03,35.65,9.31,0.0,alta montaña
Senderos de La Ribagorza,86.58,6780.0,6356.0,1536.0,547.0,82.28,6.9,0.09,0.06,0.05,25.06,9.4,0.0,alta montaña
Sentier Brenac-Lasserre-Gourgaoura,12.63,1050.0,852.0,560.0,294.0,68.1,6.18,0.09,0.05,0.04,313.9,8.43,0.0,moderado
Sentier Col de Brenac-Nez de lâ€™Homme-Roc de Capio,8.5,916.0,916.0,662.0,304.0,73.85,8.84,0.14,0.08,0.06,348.91,12.26,0.0,difícil
Sentier de la Combe Ã  la Bitarelle,5.14,250.0,250.0,201.0,131.0,80.96,6.12,0.05,0.03,0.02,314.84,8.3,0.0,difícil
Sentier de Peyre,10.77,476.0,446.0,499.0,308.0,64.98,4.54,0.04,0.02,0.02,191.52,6.12,0.0,moderado
Sentier des quatre chÃªnes,4.99,374.0,327.0,661.0,434.0,48.6,8.29,0.08,0.02,0.02,178.31,10.31,0.0,moderado
Sentier d'interprÃ©tation,2.02,377.0,359.0,650.0,497.0,71.31,15.92,0.23,0.18,0.17,265.8,21.23,0.0,alpinismo ligero
Sentier du Houcheton,3.78,343.0,343.0,588.0,405.0,80.86,9.62,0.11,0.09,0.08,228.76,12.66,0.0,alta montaña
Serra del Verd,16.08,2404.0,2404.0,2276.0,1002.0,86.38,7.99,0.12,0.1,0.09,228.26,11.07,0.0,alpinismo ligero
Setau SagÃ¨th,105.75,11936.0,11931.0,2516.0,606.0,88.61,7.64,0.11,0.08,0.07,312.81,10.44,0.0,alpinismo ligero
"Setcases, TregurÃ  i el Catllar",13.05,2126.0,2126.0,1510.0,1204.0,82.97,10.97,0.17,0.15,0.12,47.12,15.13,0.0,alpinismo ligero
"Setcases, volta al riu Carboner",7.46,965.0,965.0,1725.0,1369.0,83.02,9.74,0.15,0.11,0.1,306.86,13.41,0.0,alta montaña
Soalas deth CasterÃ s,4.4,538.0,538.0,924.0,683.0,80.87,8.21,0.12,0.11,0.09,220.84,11.24,0.0,alta montaña
SÃ¨quia de PuigcerdÃ  Enveig,7.78,240.0,240.0,1281.0,1176.0,79.91,3.73,0.03,0.02,0.02,5.67,5.03,0.0,moderado
TallÃ³ Pi Vilella Coborriu Riu,7.6,200.0,200.0,1112.0,1030.0,47.38,2.84,0.01,0.0,0.0,37.04,3.73,0.0,sendero fácil
Tavascan - Coll de Tavascan,22.81,2107.0,1064.0,2246.0,1122.0,87.3,5.19,0.08,0.06,0.05,44.47,7.28,0.0,alta montaña
Tavascan - Port de Colatx,16.12,2921.0,1642.0,2528.0,1122.0,84.57,8.49,0.13,0.1,0.09,31.2,11.93,0.0,alpinismo ligero
TaÃºs-Els Castells,2.58,343.0,272.0,1542.0,1439.0,83.26,6.05,0.09,0.08,0.07,312.65,8.57,0.0,difícil
TC061 Sant Grau del Puig Refugi d'UrÃºs Refugi del Cortal d'en Vidal,13.55,1433.0,1337.0,1684.0,1306.0,76.93,11.33,0.16,0.1,0.07,198.59,15.35,0.0,alta montaña
TC062 Guils Fontanera Refugi de la Feixa Llac de Malniu,8.45,438.0,184.0,2264.0,1910.0,42.04,4.92,0.02,0.02,0.0,296.85,5.77,0.0,sendero fácil
TC063 Saneja Sant MartÃ­ d'AravÃ³ PuigcerdÃ ,10.99,256.0,242.0,1222.0,1149.0,73.53,3.01,0.03,0.01,0.01,150.25,4.11,0.0,moderado
TC066 Malniu PuigpedrÃ³s Molleres d'Engorgs,12.22,1404.0,1404.0,2904.0,2129.0,78.49,9.78,0.12,0.08,0.08,307.1,12.73,0.0,alta montaña
TC067 Ger Bolvir,7.47,354.0,354.0,1227.0,1089.0,65.77,5.38,0.06,0.04,0.03,251.01,7.45,0.0,moderado
TC074 PuigcerdÃ  OnzÃ¨s LlÃ­via Ur Rigolisa PuigcerdÃ ,15.76,297.0,297.0,1238.0,1143.0,71.9,2.58,0.02,0.01,0.01,350.88,3.56,0.0,moderado
TC077 CamÃ­ de l'aigua de Bolvir,5.66,237.0,237.0,1213.0,1117.0,62.15,4.3,0.02,0.01,0.01,7.0,5.8,0.0,moderado
TC088 IsÃ²vol Olopte GrÃ©ixer All IsÃ²vol,13.01,985.0,985.0,1367.0,1051.0,79.93,7.76,0.1,0.06,0.05,2.34,10.42,0.0,difícil
TC092 Alp el camÃ­ de la Ribera,10.06,1157.0,878.0,1502.0,1142.0,78.93,10.64,0.14,0.1,0.09,109.08,14.48,0.0,alta montaña
TC093 Alp camÃ­ del Carboner Mort,7.93,1020.0,629.0,1651.0,1199.0,65.65,10.58,0.11,0.05,0.03,311.96,13.22,0.0,difícil
TC094 Alp Bosc de Masella Pleta de Das,8.17,516.0,1036.0,1842.0,1199.0,66.14,8.68,0.1,0.06,0.05,51.33,11.26,0.0,moderado
TC114 Coll de PendÃ­s MoixerÃ³,10.73,1294.0,992.0,2060.0,1755.0,76.24,9.02,0.14,0.1,0.08,94.22,12.32,0.0,alta montaña
TC123 Font de l'Ingla Fageda de la Mena,11.29,1509.0,1489.0,1800.0,1284.0,81.54,9.79,0.15,0.12,0.11,218.82,13.32,0.0,alta montaña
TC129 Guils Fontanera Font Negra Els Clots,7.72,525.0,526.0,2166.0,1832.0,80.99,5.42,0.08,0.04,0.04,304.37,7.45,0.0,difícil
TC138 Saneja Iravals San Pere de Sedret,5.19,272.0,267.0,1372.0,1233.0,72.99,4.84,0.05,0.03,0.02,71.55,6.58,0.0,moderado
TC165 BÃºnquers de Martinet BÃ©ixec,9.71,885.0,887.0,1317.0,919.0,82.93,7.47,0.09,0.06,0.05,295.1,9.9,0.0,difícil
TC176 UrÃºs Prats,7.51,361.0,371.0,1284.0,1102.0,80.28,4.49,0.04,0.04,0.03,340.46,6.21,0.0,difícil
TC180 Prullans Cova d'Anes,8.14,815.0,800.0,1399.0,1103.0,79.52,7.51,0.12,0.09,0.07,63.84,10.4,0.0,difícil
TC181 OliÃ  Ridolaina Nas,6.82,416.0,416.0,1256.0,1051.0,69.37,5.46,0.07,0.04,0.04,127.82,7.24,0.0,moderado
TC182 Prat de CadÃ­ Collet de l'Orri,8.41,1299.0,1299.0,1844.0,1471.0,86.57,10.64,0.17,0.13,0.12,72.29,14.7,0.0,alpinismo ligero
TC186 Bor Pedra Beders,6.81,318.0,318.0,1201.0,1067.0,64.2,5.59,0.07,0.03,0.03,74.96,7.66,0.0,moderado
TC199 Ger El Coforn,8.33,511.0,510.0,1412.0,1123.0,75.57,5.7,0.06,0.02,0.02,197.51,7.67,0.0,difícil
TC200 Riu de Cerdanya l'Avetosa,5.91,751.0,446.0,1758.0,1453.0,79.96,9.71,0.15,0.1,0.1,7.9,13.21,0.0,difícil
TC201 MÃºsser Aransa Lles de Cerdanya,13.26,1390.0,1390.0,1631.0,1244.0,78.56,8.49,0.14,0.1,0.07,142.15,11.67,0.0,difícil
TC202 Pi Roca Foradada refugi Gonec,8.33,1161.0,1079.0,1808.0,1375.0,83.64,7.31,0.12,0.1,0.09,169.82,10.36,0.0,alta montaña
TC205 Pollineres Perafita Monturull,8.99,1138.0,963.0,2755.0,2150.0,88.62,5.04,0.07,0.06,0.06,342.54,7.05,0.0,alta montaña
TC207 Bellver Cova d'Anes OrdÃ¨n,16.04,1605.0,1344.0,1519.0,1025.0,83.87,8.27,0.13,0.09,0.07,149.27,11.54,0.0,alta montaña
TC211 Prats de Gavarret Roca Foradada,6.84,973.0,973.0,1869.0,1558.0,76.26,10.14,0.17,0.13,0.1,8.44,13.64,0.0,alta montaña
TC225 Refugi de Vilallobent,9.12,662.0,662.0,1724.0,1165.0,69.26,8.0,0.1,0.02,0.01,297.07,10.47,0.0,moderado
TC229 Meranges Refugi de Malniu,11.07,1012.0,1012.0,2205.0,1523.0,68.52,8.21,0.12,0.07,0.05,325.21,11.22,0.0,difícil
TC230 Refugi de la Feixa Puig FarinÃ³s Estany de Malniu,12.77,841.0,841.0,2741.0,2156.0,69.91,6.79,0.09,0.05,0.03,183.77,8.69,0.0,difícil
TC231 Refugi del Pradell Tossa Plana de Lles,10.83,1313.0,1224.0,2899.0,2134.0,87.48,7.62,0.11,0.08,0.06,101.25,10.23,0.0,alta montaña
TC237 Talltendre Sant Mamet Casa d'OrÃ¨n,8.96,725.0,725.0,1681.0,1347.0,77.58,6.77,0.11,0.08,0.07,306.19,9.36,0.0,difícil
TC238 Refugi del Pradell Estanys de Setut Estany de l'Orri,8.77,801.0,801.0,2578.0,2071.0,78.05,7.95,0.11,0.07,0.05,26.27,10.72,0.0,difícil
TC241 Guils Fontanera,11.18,734.0,727.0,1919.0,1360.0,73.38,6.6,0.08,0.04,0.03,288.94,8.8,0.0,difícil
TC245 Guils Bolvir,9.18,545.0,545.0,1449.0,1121.0,74.4,5.75,0.07,0.03,0.01,229.86,7.78,0.0,difícil
TC246 Ger Niula,10.48,776.0,775.0,1495.0,1123.0,75.78,6.92,0.08,0.04,0.04,192.75,9.27,0.0,difícil
